Data,Cidade,Unidade Hospitalar,Total Leitos Adulto Clínico, Total Leitos Adulto Clínico Ocupados,Total Leitos Adulto Clínico Livre,Total Leitos Adulto UTI,Total Leitos Adulto UTI Ocupados,Total Leitos Adulto UTI Livre,Total Leitos Pediatrico Clinico,Total Leitos Pediatrico Clinico Ocupados,Total Leitos Pediatrico Clinico Livre,Total Leitos Pediatrico UTI,Total Leitos Pediatrico UTI Ocupados,Total Leitos Pediatrico UTI Livre
14/08/2020 10:45:44,São Francisco do Guaporé,Hosp. Reg. de São Fco do Guaporé,9,1,8,1,0,0,0,0,0,0,0,0,
14/08/2020 10:51:38,Cacoal,Hospital Urgência e Emergência Cacoal - HEURO,4,3,1,2,0,0,0,0,0,0,0,0,
14/08/2020 10:53:51,Porto Velho,Hospital de Campanha Zona Leste,5,2,3,20,3,0,0,0,0,0,0,0,
14/08/2020 11:26:48,Porto Velho,Hospital de Base Dr. Ary Pinheiro – HB,63,32,31,10,9,1,0,0,0,2,1,1,
14/08/2020 11:29:29,Porto Velho,Hospital Regional de Extrema - HRE,5,3,2,0,0,0,0,0,0,0,0,0,
15/08/2020 09:17:52,Jaru,Hospital Municipal Sandoval de Araujo Dantas Jaru,9,1,8,5,1,0,0,0,0,0,0,0,
15/08/2020 09:19:39,Jaru,Centro de Atendimento ao Covid 19 Jaru,8,4,4,0,0,0,0,0,0,0,0,0,
15/08/2020 09:57:23,Ariquemes,Centro de Afecções Respiratórias - Ariquemes,14,12,2,18,7,0,2,0,2,0,0,0,
15/08/2020 10:07:42,Ji-Paraná,Hospital Municipal de Ji-Paraná,36,30,6,0,0,0,2,0,2,0,0,0,
15/08/2020 16:07:44,Vilhena,Hospital Municipal Adamastor Teixeira de Oliveira,20,6,14,10,5,0,0,0,0,0,0,0,
15/08/2020 07:27:05,São Francisco do Guaporé,Hosp. Reg. de São Fco do Guaporé,9,0,9,1,0,0,0,0,0,0,0,0,
15/08/2020 07:27:10,Porto Velho,Hospital Estadual e Pronto Socorro João Paulo II - HEPSJPII,14,14,0,8,8,0,0,0,0,0,0,0,
15/08/2020 08:14:01,Porto Velho,Hospital Santa Marcelina,20,6,14,0,0,0,0,0,0,0,0,0,
15/08/2020 08:50:36,Ji-Paraná,Hospital Cândido Rondon Ji-Paraná - HCR,15,4,11,6,6,0,0,0,0,0,0,0,
15/08/2020 09:06:42,Porto Velho,Samar,30,15,15,20,20,0,0,0,0,0,0,0,
15/08/2020 09:29:20,Porto Velho,Hospital Infantil Cosme e Damião – HICD,0,0,0,0,0,4,18,9,9,7,3,4,
15/08/2020 09:31:22,Porto Velho,Hospital do Amor,49,33,16,12,11,0,0,0,0,0,0,0,
15/08/2020 09:42:23,Cacoal,Hospital Regional de Cacoal – HRC,20,13,7,28,26,1,3,1,2,1,0,1,
15/08/2020 09:44:04,Porto Velho,Hospital de Campanha Zona Leste,5,4,1,20,4,0,0,0,0,0,0,0,
15/08/2020 10:15:37,Porto Velho,Hospital Regional de Extrema - HRE,5,2,3,0,0,0,0,0,0,0,0,0,
15/08/2020 10:16:40,Cacoal,Hospital Urgência e Emergência Cacoal - HEURO,4,2,2,2,1,0,0,0,0,0,0,0,
15/08/2020 10:44:19,Buritis,Hospital Regional de Buritis – HRB,12,3,9,0,0,0,0,0,0,0,0,0,
15/08/2020 10:44:46,Porto Velho,Cemetron,60,51,9,19,9,0,0,0,0,0,0,0,
15/08/2020 10:55:12,Porto Velho,Assistência Médica Intensiva – AMI,0,0,0,35,13,0,0,0,0,0,0,0,
15/08/2020 11:05:58,Porto Velho,Hospital de Base Dr. Ary Pinheiro – HB,63,33,30,10,10,1,0,0,0,2,1,1,
15/08/2020 11:17:33,Porto Velho,Hospital de Campanha,30,24,6,20,16,0,0,0,0,0,0,0,
16/08/2020 09:31:15,Ji-Paraná,Hospital Municipal de Ji-Paraná,36,28,8,0,0,0,2,0,2,0,0,0,
16/08/2020 09:54:51,Jaru,Hospital Municipal Sandoval de Araujo Dantas Jaru,9,1,8,5,2,0,0,0,0,0,0,0,
16/08/2020 09:57:07,Vilhena,Hospital Adamastor Teixeira de Oliveira,20,4,16,10,5,0,0,0,0,0,0,0,
16/08/2020 09:57:09,Jaru,Centro de Atendimento ao Covid-19 Jaru,8,3,5,0,0,0,0,0,0,0,0,0,
16/08/2020 10:48:25,Ariquemes,Centro de Afecções Respiratórias - Ariquemes,14,11,3,18,7,0,2,0,2,0,0,0,
16/08/2020 06:33:46,Porto Velho,Hospital Estadual e Pronto Socorro João Paulo II - HEPSJPII,14,14,0,8,8,0,0,0,0,0,0,0,
16/08/2020 07:53:03,Porto Velho,Hospital Regional de Extrema - HRE,5,2,3,0,0,0,0,0,0,0,0,0,
16/08/2020 08:33:52,Porto Velho,Hospital Infantil Cosme e Damião – HICD,0,0,0,0,0,4,18,10,8,7,3,4,
16/08/2020 09:00:25,Ji-Paraná,Hospital Cândido Rondon Ji-Paraná - HCR,15,5,10,6,6,0,0,0,0,0,0,0,
16/08/2020 09:03:32,São Francisco do Guaporé,Hosp. Reg. de São Fco do Guaporé,9,0,9,1,0,0,0,0,0,0,0,0,
16/08/2020 09:06:09,Cacoal,Hospital Urgência e Emergência Cacoal - HEURO,4,1,3,2,0,0,0,0,0,0,0,0,
16/08/2020 09:31:19,Porto Velho,Hospital de Campanha,44,34,10,20,15,0,0,0,0,0,0,0,
16/08/2020 09:35:19,Porto Velho,Cemetron,60,50,10,19,11,0,0,0,0,0,0,0,
16/08/2020 09:46:58,Porto Velho,Hospital do Amor,49,27,22,12,12,0,0,0,0,0,0,0,
16/08/2020 10:01:27,Porto Velho,Assistência Médica Intensiva – AMI,0,0,0,35,13,0,0,0,0,0,0,0,
16/08/2020 10:38:18,Cacoal,Hospital Regional de Cacoal – HRC,20,17,3,28,24,1,3,1,2,1,0,1,
16/08/2020 10:50:26,Porto Velho,Samar,30,15,15,20,20,0,0,0,0,0,0,0,
16/08/2020 10:57:18,Porto Velho,Hospital de Base Dr. Ary Pinheiro – HB,63,19,44,10,9,1,0,0,0,2,1,1,
16/08/2020 10:58:20,Buritis,Hospital Regional de Buritis – HRB,12,7,5,0,0,0,0,0,0,0,0,0,
16/08/2020 11:43:15,Porto Velho,Hospital de Campanha Zona Leste,5,4,1,20,4,0,0,0,0,0,0,0,
16/08/2020 11:49:11,Porto Velho,Hospital Santa Marcelina,20,6,14,0,0,0,0,0,0,0,0,0,
17/08/2020 09:13:15,Vilhena,Hospital Adamastor Teixeira de Oliveira,20,7,13,10,4,0,0,0,0,0,0,0,
17/08/2020 09:56:19,Jaru,Hospital Municipal Sandoval de Araujo Dantas Jaru,9,2,7,5,2,0,0,0,0,0,0,0,
17/08/2020 10:03:54,Jaru,Centro de Atendimento ao Covid-19 Jaru,8,3,5,0,0,0,0,0,0,0,0,0,
17/08/2020 10:20:10,Ji-Paraná,Hospital Municipal de Ji-Paraná,36,25,11,0,0,0,2,0,2,0,0,0,
17/08/2020 10:53:20,Ariquemes,Centro de Afecções Respiratórias - Ariquemes,14,10,4,18,7,0,2,0,2,0,0,0,
17/08/2020 11:49:11,Porto Velho,Hospital Estadual e Pronto Socorro João Paulo II - HEPSJPII,14,14,0,8,8,0,0,0,0,0,0,0,
17/08/2020 11:49:11,Porto Velho,Hospital Infantil Cosme e Damião – HICD,0,0,0,0,0,5,18,7,11,7,2,5,
17/08/2020 11:49:11,Porto Velho,Hospital Regional de Extrema - HRE,5,2,3,0,0,0,0,0,0,0,0,0,
17/08/2020 11:49:11,Ji-Paraná,Hospital Cândido Rondon Ji-Paraná - HCR,15,4,11,6,6,0,0,0,0,0,0,0,
17/08/2020 11:49:11,São Francisco do Guaporé,Hosp. Reg. de São Fco do Guaporé,9,0,9,1,1,0,0,0,0,0,0,0,
17/08/2020 11:49:11,Porto Velho,Hospital de Campanha Zona Leste,5,2,3,20,4,0,0,0,0,0,0,0,
17/08/2020 11:49:11,Porto Velho,Samar,30,17,13,20,18,0,0,0,0,0,0,0,
17/08/2020 11:49:11,Porto Velho,Hospital Santa Marcelina,20,5,15,0,0,0,0,0,0,0,0,0,
17/08/2020 11:49:11,Porto Velho,Hospital do Amor,49,29,20,12,11,0,0,0,0,0,0,0,
17/08/2020 11:49:11,Porto Velho,Hospital de Base Dr. Ary Pinheiro – HB,63,18,45,10,10,1,0,0,0,2,1,1,
17/08/2020 11:49:11,Porto Velho,Cemetron,60,50,10,19,15,0,0,0,0,0,0,0,
17/08/2020 11:49:11,Cacoal,Hospital Regional de Cacoal – HRC,20,16,4,28,27,1,3,1,2,1,0,1,
17/08/2020 11:49:11,Buritis,Hospital Regional de Buritis – HRB,12,7,5,0,0,0,0,0,0,0,0,0,
17/08/2020 11:49:11,Porto Velho,Hospital de Campanha,44,34,10,20,16,0,0,0,0,0,0,0,
17/08/2020 11:49:11,Cacoal,Hospital Urgência e Emergência Cacoal - HEURO,4,1,3,2,2,0,0,0,0,0,0,0,
17/08/2020 11:49:11,Porto Velho,Assistência Médica Intensiva – AMI,0,0,0,35,14,0,0,0,0,0,0,0,
18/08/2020 08:29:17,Vilhena,Hospital Adamastor Teixeira de Oliveira,20,7,13,10,4,0,0,0,0,0,0,0,
18/08/2020 09:56:30,Jaru,Hospital Municipal Sandoval de Araujo Dantas Jaru,9,1,8,5,2,0,0,0,0,0,0,0,
18/08/2020 09:58:48,Jaru,Centro de Atendimento ao Covid-19 Jaru,8,2,6,0,0,0,0,0,0,0,0,0,
18/08/2020 10:34:08,Ji-Paraná,hospital dr. claudionor couto roriz,36,32,4,0,0,0,2,0,2,0,0,0,
18/08/2020 11:19:56,Ariquemes,CENTRO DE AFECÇÕES RESPIRATÓRIAS,14,10,4,18,12,0,2,1,1,0,0,0,
18/08/2020 11:49:11,São Francisco do Guaporé,Hosp. Reg. de São Fco do Guaporé,9,1,8,1,1,0,0,0,0,0,0,0,
18/08/2020 11:49:11,Porto Velho,Hospital Estadual e Pronto Socorro João Paulo II - HEPSJPII,14,14,0,8,8,0,0,0,0,0,0,0,
18/08/2020 11:49:11,Porto Velho,Hospital Infantil Cosme e Damião – HICD,0,0,0,0,0,6,18,7,11,7,1,6,
18/08/2020 11:49:11,Ji-Paraná,Hospital Cândido Rondon Ji-Paraná - HCR,15,2,13,6,6,0,0,0,0,0,0,0,
18/08/2020 11:49:11,Porto Velho,Hospital Santa Marcelina,20,5,15,0,0,0,0,0,0,0,0,0,
18/08/2020 11:49:11,Porto Velho,Samar,30,18,12,20,14,0,0,0,0,0,0,0,
18/08/2020 11:49:11,Porto Velho,Hospital de Campanha,44,26,18,20,14,0,0,0,0,0,0,0,
18/08/2020 11:49:11,Porto Velho,Assistência Médica Intensiva – AMI,0,0,0,35,14,0,0,0,0,0,0,0,
18/08/2020 11:49:11,Porto Velho,Hospital Regional de Extrema - HRE,5,3,2,0,0,0,0,0,0,0,0,0,
18/08/2020 11:49:11,Buritis,Hospital Regional de Buritis – HRB,12,5,7,0,0,0,0,0,0,0,0,0,
18/08/2020 11:49:11,Cacoal,Hospital Urgência e Emergência Cacoal - HEURO,4,2,2,2,2,0,0,0,0,0,0,0,
18/08/2020 11:49:11,Porto Velho,Cemetron,60,48,12,19,16,0,0,0,0,0,0,0,
18/08/2020 11:49:11,Porto Velho,Hospital do Amor,49,28,21,12,11,0,0,0,0,0,0,0,
18/08/2020 11:49:11,Cacoal,Hospital Regional de Cacoal – HRC,20,16,4,28,26,1,3,1,2,1,0,1,
18/08/2020 11:49:11,Porto Velho,Hospital de Campanha Zona Leste,5,3,2,20,4,0,0,0,0,0,0,0,
18/08/2020 11:49:11,Porto Velho,Hospital de Base Dr. Ary Pinheiro – HB,40,33,7,10,9,0,0,0,0,2,2,0,
19/08/2020 09:29:03,Vilhena,Hospital Adamastor Teixeira de Oliveira,20,11,9,10,4,0,0,0,0,0,0,0,
19/08/2020 09:39:48,Jaru,Hospital Municipal Sandoval de Araujo Dantas Jaru,9,0,9,5,1,0,0,0,0,0,0,0,
19/08/2020 09:42:21,Jaru,Centro de Atendimento ao Covid-19 Jaru,8,4,4,0,0,0,0,0,0,0,0,0,
19/08/2020 10:22:09,Ji-Paraná,Hospital Municipal de Ji-Paraná,36,29,7,0,0,0,2,0,2,0,0,0,
19/08/2020 10:53:06,Ariquemes,CENTRO DE AFECÇÕES RESPIRATÓRIAS,14,14,0,18,12,0,2,2,0,0,0,0,
19/08/2020 11:49:11,Porto Velho,Hospital Estadual e Pronto Socorro João Paulo II - HEPSJPII,14,14,0,8,8,0,0,0,0,0,0,0,
19/08/2020 11:49:11,Porto Velho,Hospital Infantil Cosme e Damião – HICD,0,0,0,0,0,6,18,9,10,7,1,6,
19/08/2020 11:49:11,Porto Velho,Hospital de Campanha Zona Leste,5,3,2,20,3,0,0,0,0,0,0,0,
19/08/2020 11:49:11,Porto Velho,Samar,30,22,8,20,16,0,0,0,0,0,0,0,
19/08/2020 11:49:11,Porto Velho,Assistência Médica Intensiva – AMI,0,0,0,35,13,0,0,0,0,0,0,0,
19/08/2020 11:49:11,Porto Velho,Hospital do Amor,49,34,15,12,9,0,0,0,0,0,0,0,
19/08/2020 11:49:11,Porto Velho,Hospital Santa Marcelina,20,4,16,0,0,0,0,0,0,0,0,0,
19/08/2020 11:49:11,Buritis,Hospital Regional de Buritis – HRB,12,3,9,0,0,0,0,0,0,0,0,0,
19/08/2020 11:49:11,Porto Velho,Hospital de Campanha,44,29,15,20,13,0,0,0,0,0,0,0,
19/08/2020 11:49:11,Cacoal,Hospital Urgência e Emergência Cacoal - HEURO,4,1,3,2,0,0,0,0,0,0,0,0,
19/08/2020 11:49:11,São Francisco do Guaporé,Hosp. Reg. de São Fco do Guaporé,9,2,7,1,1,0,0,0,0,0,0,0,
19/08/2020 11:49:11,Porto Velho,Hospital Regional de Extrema - HRE,5,2,3,0,0,0,0,0,0,0,0,0,
19/08/2020 11:49:11,Porto Velho,Cemetron,60,49,11,19,17,0,0,0,0,0,0,0,
19/08/2020 11:49:11,Cacoal,Hospital Regional de Cacoal – HRC,20,16,4,28,26,1,3,0,3,1,0,1,
19/08/2020 11:49:11,Porto Velho,Hospital de Base Dr. Ary Pinheiro – HB,40,28,12,10,7,0,0,0,0,2,2,0,
19/08/2020 11:49:11,Ji-Paraná,Hospital Cândido Rondon Ji-Paraná - HCR,15,4,11,6,6,0,0,0,0,0,0,0,
20/08/2020 10:17:17,Ji-Paraná,Hospital Municipal de Ji-Paraná,36,24,12,0,0,0,2,0,2,0,0,0,
20/08/2020 10:26:38,Jaru,Hospital Municipal Sandoval de Araujo Dantas Jaru,9,0,9,5,1,0,0,0,0,0,0,0,
20/08/2020 10:27:26,Vilhena,Hospital Adamastor Teixeira de Oliveira,20,10,10,10,2,0,0,0,0,0,0,0,
20/08/2020 10:28:41,Jaru,Centro de Atendimento ao Covi19 Jaru,8,4,4,0,0,0,0,0,0,0,0,0,
20/08/2020 11:07:03,Ariquemes,Centro de Afecções Respiratórias - Ariquemes,14,13,1,18,10,0,2,2,0,0,0,0,
20/08/2020 11:49:11,Porto Velho,Hospital Estadual e Pronto Socorro João Paulo II - HEPSJPII,14,14,0,8,8,0,0,0,0,0,0,0,
20/08/2020 11:49:11,Porto Velho,Hospital do Amor,49,28,21,12,10,0,0,0,0,0,0,0,
20/08/2020 11:49:11,Ji-Paraná,Hospital Cândido Rondon Ji-Paraná - HCR,15,6,9,6,6,0,0,0,0,0,0,0,
20/08/2020 11:49:11,Porto Velho,Hospital Infantil Cosme e Damião – HICD,0,0,0,0,0,6,18,3,15,7,1,6,
20/08/2020 11:49:11,Porto Velho,Hospital de Campanha Zona Leste,5,2,3,20,4,0,0,0,0,0,0,0,
20/08/2020 11:49:11,Porto Velho,Hospital Regional de Extrema - HRE,5,2,3,0,0,0,0,0,0,0,0,0,
20/08/2020 11:49:11,Porto Velho,Assistência Médica Intensiva – AMI,0,0,0,35,14,0,0,0,0,0,0,0,
20/08/2020 11:49:11,Buritis,Hospital Regional de Buritis – HRB,12,4,8,0,0,0,0,0,0,0,0,0,
20/08/2020 11:49:11,Porto Velho,Samar,30,12,18,20,19,0,0,0,0,0,0,0,
20/08/2020 11:49:11,Cacoal,Hospital Regional de Cacoal – HRC,20,20,0,28,28,0,3,3,0,1,1,0,
20/08/2020 11:49:11,Porto Velho,Hospital de Campanha,44,26,18,20,15,0,0,0,0,0,0,0,
20/08/2020 11:49:11,Porto Velho,Cemetron,60,51,9,19,16,0,0,0,0,0,0,0,
20/08/2020 11:49:11,Cacoal,Hospital Urgência e Emergência Cacoal - HEURO,4,2,2,2,0,0,0,0,0,0,0,0,
20/08/2020 11:49:11,São Francisco do Guaporé,Hosp. Reg. de São Fco do Guaporé,9,2,7,1,1,0,0,0,0,0,0,0,
20/08/2020 11:49:11,Porto Velho,Hospital Santa Marcelina,20,3,17,0,0,0,0,0,0,0,0,0,
20/08/2020 11:49:11,Porto Velho,Hospital de Base Dr. Ary Pinheiro – HB,40,35,5,10,7,0,0,0,0,2,2,0,
21/08/2020 07:55:48,Vilhena,Hospital Adamastor Teixeira de Oliveira,20,10,10,10,5,0,0,0,0,0,0,0,
21/08/2020 09:07:34,Ji-Paraná,Hospital Municipal de Ji-Paraná,36,15,21,0,0,0,2,0,2,0,0,0,
21/08/2020 09:47:13,Ariquemes,Centro de Afecções Respiratórias - Ariquemes,14,12,2,18,11,0,2,1,1,0,0,0,
21/08/2020 10:06:09,Jaru,Hospital Municipal Sandoval de Araujo Dantas Jaru,9,0,9,5,1,0,0,0,0,0,0,0,
21/08/2020 10:13:36,Jaru,Centro de Atendimento ao Covid-19 Jaru,8,3,5,0,0,0,0,0,0,0,0,0,
21/08/2020 11:49:11,Porto Velho,Hospital Estadual e Pronto Socorro João Paulo II - HEPSJPII,14,14,0,8,8,0,0,0,0,0,0,0,
21/08/2020 11:49:11,Porto Velho,Hospital Infantil Cosme e Damião – HICD,0,0,0,0,0,6,18,4,14,7,1,6,
21/08/2020 11:49:11,Porto Velho,Cemetron,60,52,8,19,14,0,0,0,0,0,0,0,
21/08/2020 11:49:11,Buritis,Hospital Regional de Buritis – HRB,12,2,10,0,0,0,0,0,0,0,0,0,
21/08/2020 11:49:11,Ji-Paraná,Hospital Cândido Rondon Ji-Paraná - HCR,15,6,9,6,5,0,0,0,0,0,0,0,
21/08/2020 11:49:11,Porto Velho,Hospital de Campanha,44,25,19,20,16,0,0,0,0,0,0,0,
21/08/2020 11:49:11,São Francisco do Guaporé,Hosp. Reg. de São Fco do Guaporé,9,3,6,1,0,0,0,0,0,0,0,0,
21/08/2020 11:49:11,Porto Velho,Hospital de Base Dr. Ary Pinheiro – HB,40,36,4,10,7,0,0,0,0,2,2,0,
21/08/2020 11:49:11,Porto Velho,Samar,30,13,17,20,16,0,0,0,0,0,0,0,
21/08/2020 11:49:11,Porto Velho,Hospital do Amor,49,31,18,12,11,0,0,0,0,0,0,0,
21/08/2020 11:49:11,Porto Velho,Hospital Santa Marcelina,20,3,17,0,0,0,0,0,0,0,0,0,
21/08/2020 11:49:11,Porto Velho,Assistência Médica Intensiva – AMI,0,0,0,35,18,0,0,0,0,0,0,0,
21/08/2020 11:49:11,Cacoal,Hospital Regional de Cacoal – HRC,20,15,5,28,27,1,3,0,3,1,0,1,
21/08/2020 11:49:11,Porto Velho,Hospital Regional de Extrema - HRE,5,3,2,0,0,0,0,0,0,0,0,0,
21/08/2020 11:49:11,Porto Velho,Hospital de Campanha Zona Leste,5,4,1,20,4,0,0,0,0,0,0,0,
21/08/2020 11:49:11,Cacoal,Hospital Urgência e Emergência Cacoal - HEURO,4,1,3,2,0,0,0,0,0,0,0,0,
22/08/2020 09:59:29,Ji-Paraná,Hospital Municipal de Ji-Paraná,36,19,17,0,0,0,2,0,2,0,0,0,
22/08/2020 10:04:20,Jaru,Hospital Municipal Sandoval de Araujo Dantas Jaru,9,0,9,5,2,0,0,0,0,0,0,0,
22/08/2020 10:06:43,Jaru,Centro de Atendimento ao Covid 19 - Jaru,8,3,5,0,0,0,0,0,0,0,0,0,
22/08/2020 11:05:03,Ariquemes,Centro de Afecções Respiratórias - Ariquemes,14,11,3,18,12,0,2,1,1,0,0,0,
22/08/2020 11:16:14,Vilhena,Hospital Adamastor Teixeira de Oliveira,20,6,14,10,5,0,0,0,0,0,0,0,
22/08/2020 11:49:11,Porto Velho,Hospital Estadual e Pronto Socorro João Paulo II - HEPSJPII,14,14,0,8,8,0,0,0,0,0,0,0,
22/08/2020 11:49:11,Cacoal,Hospital Urgência e Emergência Cacoal - HEURO,4,1,3,2,1,0,0,0,0,0,0,0,
22/08/2020 11:49:11,Porto Velho,Hospital Regional de Extrema - HRE,5,1,4,0,0,0,0,0,0,0,0,0,
22/08/2020 11:49:11,Porto Velho,Hospital Infantil Cosme e Damião – HICD,0,0,0,0,0,6,18,6,12,7,1,6,
22/08/2020 11:49:11,Ji-Paraná,Hospital Cândido Rondon Ji-Paraná - HCR,15,4,11,6,6,0,0,0,0,0,0,0,
22/08/2020 11:49:11,Porto Velho,Samar,30,13,17,20,18,0,0,0,0,0,0,0,
22/08/2020 11:49:11,Porto Velho,Hospital de Base Dr. Ary Pinheiro – HB,40,33,7,10,10,0,0,0,0,2,2,0,
22/08/2020 11:49:11,Porto Velho,Assistência Médica Intensiva – AMI,0,0,0,35,24,0,0,0,0,0,0,0,
22/08/2020 11:49:11,Buritis,Hospital Regional de Buritis – HRB,12,2,10,0,0,0,0,0,0,0,0,0,
22/08/2020 11:49:11,Porto Velho,Hospital de Campanha Zona Leste,5,5,0,20,2,0,0,0,0,0,0,0,
22/08/2020 11:49:11,Porto Velho,Hospital do Amor,49,23,26,12,11,0,0,0,0,0,0,0,
22/08/2020 11:49:11,São Francisco do Guaporé,Hosp. Reg. de São Fco do Guaporé,9,3,6,1,0,0,0,0,0,0,0,0,
22/08/2020 11:49:11,Porto Velho,Hospital Santa Marcelina,20,3,17,0,0,0,0,0,0,0,0,0,
22/08/2020 11:49:11,Porto Velho,Hospital de Campanha,44,25,19,20,14,0,0,0,0,0,0,0,
22/08/2020 11:49:11,Porto Velho,Cemetron,60,51,9,19,15,0,0,0,0,0,0,0,
22/08/2020 11:49:11,Cacoal,Hospital Regional de Cacoal – HRC,20,15,5,28,28,1,3,0,3,1,0,1,
23/08/2020 09:44:32,Jaru,Hospital Municipal Sandoval de Araujo Dantas Jaru,9,0,9,5,2,0,0,0,0,0,0,0,
23/08/2020 09:47:52,Jaru,Centro de Atendimento ao Covid 19 -Jaru,8,3,5,0,0,0,0,0,0,0,0,0,
23/08/2020 09:52:50,Ji-Paraná,Hospital Municipal de Ji-Paraná,36,19,17,0,0,0,2,0,2,0,0,0,
23/08/2020 11:04:39,Ariquemes,Centro de Afecções Respiratórias - Ariquemes,14,9,5,18,10,0,2,0,2,0,0,0,
23/08/2020 11:18:42,Vilhena,Hospital Adamastor Teixeira de Oliveira,20,11,9,10,4,0,0,0,0,0,0,0,
23/08/2020 11:49:11,Porto Velho,Hospital Estadual e Pronto Socorro João Paulo II - HEPSJPII,14,14,0,8,8,0,0,0,0,0,0,0,
23/08/2020 11:49:11,Porto Velho,Hospital Infantil Cosme e Damião – HICD,0,0,0,0,0,6,18,4,14,7,1,6,
23/08/2020 11:49:11,Ji-Paraná,Hospital Cândido Rondon Ji-Paraná - HCR,15,1,14,6,6,0,0,0,0,0,0,0,
23/08/2020 11:49:11,Porto Velho,Hospital de Campanha,47,47,0,20,20,0,0,0,0,0,0,0,
23/08/2020 11:49:11,Porto Velho,Cemetron,60,51,9,19,16,0,0,0,0,0,0,0,
23/08/2020 11:49:11,Porto Velho,Hospital do Amor,49,21,28,12,11,0,0,0,0,0,0,0,
23/08/2020 11:49:11,São Francisco do Guaporé,Hosp. Reg. de São Fco do Guaporé,9,3,6,1,0,0,0,0,0,0,0,0,
23/08/2020 11:49:11,Porto Velho,Samar,30,13,17,20,16,0,0,0,0,0,0,0,
23/08/2020 11:49:11,Porto Velho,Hospital de Base Dr. Ary Pinheiro – HB,40,34,6,10,10,0,0,0,0,2,2,0,
23/08/2020 11:49:11,Porto Velho,Hospital de Campanha Zona Leste,10,6,4,20,2,0,0,0,0,0,0,0,
23/08/2020 11:49:11,Porto Velho,Hospital Santa Marcelina,20,3,17,0,0,0,0,0,0,0,0,0,
23/08/2020 11:49:11,Cacoal,Hospital Urgência e Emergência Cacoal - HEURO,4,3,1,2,1,0,0,0,0,0,0,0,
23/08/2020 11:49:11,Porto Velho,Hospital Regional de Extrema - HRE,5,1,4,0,0,0,0,0,0,0,0,0,
23/08/2020 11:49:11,Cacoal,Hospital Regional de Cacoal – HRC,20,11,9,28,24,1,3,0,3,1,0,1,
23/08/2020 11:49:11,Porto Velho,Assistência Médica Intensiva – AMI,0,0,0,35,28,0,0,0,0,0,0,0,
23/08/2020 11:49:11,Buritis,Hospital Regional de Buritis – HRB,12,2,10,0,0,0,0,0,0,0,0,0,
24/08/2020 07:39:48,Porto Velho,Hospital Estadual e Pronto Socorro João Paulo II - HEPSJPII,14,14,0,8,8,0,0,0,0,0,0,0,
24/08/2020 07:45:02,São Francisco do Guaporé,Hosp. Reg. de São Fco do Guaporé,9,3,6,1,0,0,0,0,0,0,0,0,
24/08/2020 08:11:13,Ji-Paraná,Hospital Cândido Rondon Ji-Paraná - HCR,15,1,14,6,4,0,0,0,0,0,0,0,
24/08/2020 08:12:40,Porto Velho,Assistência Médica Intensiva - AMI,0,0,0,35,31,0,0,0,0,0,0,0,
24/08/2020 09:03:51,Porto Velho,Hospital do Amor,49,27,22,12,9,0,0,0,0,0,0,0,
24/08/2020 09:15:47,Porto Velho,Hospital Santa Marcelina,20,3,17,0,0,0,0,0,0,0,0,0,
24/08/2020 09:16:36,Porto Velho,Hospital Infantial Cosme e Damião - HICD,0,0,0,0,0,7,18,3,15,7,0,7,
24/08/2020 09:26:05,Porto Velho,Samar,30,12,18,20,14,0,0,0,0,0,0,0,
24/08/2020 09:31:03,Buritis,Hospital Regional de Buritis - HRB,12,3,9,0,0,0,0,0,0,0,0,0,
24/08/2020 09:45:21,Porto Velho,Cemetron,60,51,9,19,17,0,0,0,0,0,0,0,
24/08/2020 09:46:23,Cacoal,Hospital Regional de Cacoal - HRC,20,11,9,28,25,1,3,0,3,1,0,1,
24/08/2020 09:48:51,Porto Velho,Hospital de Base Dr. Ary Pinheiro - HB,40,34,6,10,10,0,0,0,0,2,2,0,
24/08/2020 11:02:17,Cacoal,Hospital Urgência e Emergência Cacoal - HEURO,4,3,1,2,2,0,0,0,0,0,0,0,
24/08/2020 11:07:57,Porto Velho,Hospital de Campanha - Zona Leste,10,5,5,20,3,0,0,0,0,0,0,0,
24/08/2020 11:22:28,Porto Velho,Hospital Regional de Extrema - HRE,5,1,4,0,0,0,0,0,0,0,0,0,
24/08/2020 11:31:16,Porto Velho,Hospital de Campanha,47,31,16,20,14,0,0,0,0,0,0,0,
24/08/2020 07:49:04,Vilhena,Hospital Municipal Adamastor Teixeira de Oliveira - Vilhena,20,15,5,10,4,0,0,0,0,0,0,0,
24/08/2020 09:24:13,Ji-Paraná,Hospital Municipal de Ji-Paraná,36,14,22,0,0,0,2,0,2,0,0,0,
24/08/2020 10:22:31,Jaru,Hospital Municipal Sandoval de Araujo Dantas - Jaru,9,1,8,5,2,0,0,0,0,0,0,0,
24/08/2020 10:25:13,Jaru,Centro de Atendimento ao Covid 19 - Jaru,8,4,4,0,0,0,0,0,0,0,0,0,
24/08/2020 10:53:41,Ariquemes,Centro de Afecções Respiratórias - Ariquemes,14,13,1,18,9,0,2,0,2,0,0,0,
25/08/2020 10:09:42,Jaru,Hospital Municipal Sandoval de Araujo Dantas Jaru,9,0,9,5,1,0,0,0,0,0,0,0,
